Product Name,Current Price,Old Price,Rating
Roushun Tea Tree For Clear Skin Super Serum With Vitamin C & Retinol,KSh 790,"KSh 1,600",3.9 out of 5
"Karan VITAMIN C BODY SERUM+ FRUIT EXTRACT-BRIGHTENS, CLEARS WRINKLES AND FIRMS ","KSh 1,269",N/A,N/A
AHA Whitening Serum 70% Multi Alpha Mydroxy Acids Vitamin C,KSh 699,KSh 900,N/A
Dr. Rashel Vitamin C & Anti-Aging Face Serum + Cream + Soap,"KSh 1,039","KSh 1,600",N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Cream + Face Serum,"KSh 1,248","KSh 1,800",N/A
Dr. Rashel Vitamin C Niacinamide & Brightening Primer Serum,"KSh 1,250",N/A,N/A
Disaar Vitamin C Facial Hyaluronic Acid Serum For Face,KSh 417,KSh 600,5 out of 5
"Gold Touch Vitamin C Spotless & Matte Face Wash + Face Serum For Even, Smooth And Radiant Skin.","KSh 1,499",N/A,3 out of 5
PeiMei Pei Mei Vitamin C Face Serum,KSh 370,KSh 650,N/A
Cosrx The Vitamin C 23 Serum,"KSh 3,500","KSh 4,500",N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum ,"KSh 148,000",N/A,N/A
Dr. Rashel Vitamin C Face Cleanser +face Serum + Face Cream,"KSh 1,300",N/A,N/A
"The Ordinary Vitamin C Suspension 23% +HA Spheres 2% Serum  Brighten,hydrates","KSh 3,489","KSh 6,500",N/A
"JOY REVIVIFY Hello Sun Sunscreen Serum SPF 40 PA+++ with Vitamin C + Niacinamide. Glows, Firms, Plumps, Moisturizes, Hydrates, Brightens, provides ultimate protection from UVA, UVB and infrared rays","KSh 1,399",N/A,N/A
Fruit Of The Wokali Vitamin C Facial Serum + Cocoa Butter Cream,KSh 860,"KSh 1,000",N/A
"DR MEINAIER  Vitamin C Serum for Face and Body Anti-Wrinkle Moisturizer Original Freckle Fade Dark Spot 500ml Anti-aging, Brightening Skin, Anti-acne, ","KSh 1,400","KSh 2,000",N/A
Garnier Vitamin C Booster Serum 30ml Twin Pack,"KSh 3,288 - KSh 4,999",N/A,N/A
"Pei Mei Vitamin C Whitening & Moist Anti-Aging Serum, 30ml",KSh 340,KSh 550,3 out of 5
"Dr. Rashel Vitamin C eye serum,30ml",KSh 493,KSh 997,4 out of 5
"Dr. Rashel Vitamin C Brightening Face Serum ,Eye Serum And Face Cream","KSh 1,495","KSh 1,999",N/A
Dr. Rashel Vitamin-C Facial Serum With Hyaluronic Acid & Vitamin E,KSh 590,KSh 899,4 out of 5
Dr. Rashel Vitamin C Brightening & Anti-Aging Eye Serum,"KSh 1,190",N/A,5 out of 5
Medix5 5 VITAMIN  C + FERULIC ACID FIRM AND BRIGHTENING SERUM,"KSh 1,500","KSh 3,000",N/A
Dr. Rashel  Dr. Rashel Vitamin C Face Serum (Anti-Aging),KSh 519,KSh 989,N/A
Garnier Skin Active Even&Matte Vitamin C Booster Serum-Anti Dark Spots With Faster Results-30ml,"KSh 2,475","KSh 4,000",N/A
Mabox Vitamin C Face Serum + Mabox Retinol Moisturizer Cream Serum,"KSh 6,100","KSh 6,300",N/A
"QBD Vitamin C, Anti Wrinkle, Anti Aging, Anti Acne, Serum","KSh 1,300","KSh 1,800",N/A
SADOER Vitamin C Brightening Serum + Vitamin C Face Cream,KSh 870,N/A,N/A
Advanced clinicals Vitamin C Serum For Dark Spots & Uneven Skin Tone - 2 Pcs,"KSh 9,000",N/A,5 out of 5
Roushun Face Serum Spray Vitamin C- 100ml,KSh 399,KSh 500,N/A
Vitamin C Serum Brightening Moisturizing Vitamin C Face Serum For Glowing Skin,KSh 649,N/A,N/A
Dr. Rashel Vitamin C Niacinamide Brightening Primer Serum,KSh 677,"KSh 1,200",N/A
Roushun TeaTree Super Serum - Vitamin C Retinol Salicylic Hyaluronic,KSh 995,"KSh 1,250",3.6 out of 5
Nlee Beauty Dr. Rashel Vitamin C & Rentinol Day & Night Face Serum -30ml,"KSh 1,866",N/A,N/A
Dr. Rashel vitamin c and retinol day and night serum .,"KSh 1,250","KSh 1,500",N/A
Dr. Rashel Anti-aging Moisturizing Vitamin C Facial Serum Set 3 Pack,"KSh 1,999","KSh 3,400",N/A
915 Generation Dr. Rashel Vitamin-C Facial Serum Anti-aging&Dark Spots Face Cream+serum,"KSh 1,329","KSh 1,399",N/A
Dr. Rashel Vitamin C Niacinamide Primer Serum+Vitamin C Silk Mask,KSh 999,"KSh 1,500",N/A
Dr. Rashel Vitamin-C Facial Serum-Hyaluronic Acid&Vitamin E.Dark Spots,KSh 599,KSh 899,5 out of 5
"Dr. Rashel 3 In 1 Complete Serum Set (Vitamin C Serum, Hyaluronic Acid Serum, Retinol Serum)","KSh 1,769","KSh 2,699",N/A
Dr. Rashel Vitamin C Face Serum + Cream + Toner,"KSh 1,899","KSh 2,500",N/A
FaceFacts  Vitamin C Facial Serum  Brightening + Hydrating,"KSh 1,950","KSh 2,000",N/A
Balance Active Formula Vitamin C Brightening  Serum Glow And Radiance 30ml,"KSh 2,000","KSh 4,000",N/A
Moroccan Argan Oil Correct Nourish Moisturise + Vitamin C&E Brightening Serum,KSh 499,KSh 799,N/A
Mabox Retinol Cream Moisturizer + Vitamin C Face Serum Set,"KSh 4,600",N/A,N/A
"Valera Vitamin C Anti-Agin & Anti-Wrinkle Face CREAM + SERUM Slows Aging, Removes skin Discolorations, Scars, Wrinkles,Brightens, Fade Spots, Moisturizes & evens","KSh 2,199",N/A,N/A
"Roushun Vitamin C Serum-Brightens,AntiAging,Reduce Scars,Acne&Blemishes","KSh 1,454","KSh 1,854",N/A
Skin Care Piment Duox Serum Product With Vitamin E And C Fruits Acid ,"KSh 1,500",N/A,N/A
Mabox Vitamin C Serum With Hyarulonic Acid& VItamin E,"KSh 1,670","KSh 2,200",N/A
BB Clear Lightening Unifying Serum With AHA & Vitamin C,KSh 799,N/A,1 out of 5
Kojic Acid Kojie San Forever Whitening Serum With Vitamin C,KSh 465 - KSh 837,"KSh 900 - KSh 1,000",N/A
Kojic Acid Kojie Sans Whitening Serum With Vitamin C -clear Spots & Scars,"KSh 2,949",N/A,N/A
Dr. Davey Vitamin C Serum 60Ml,"KSh 1,000","KSh 1,500",N/A
Glutathione Gluta-C Whitening Facial Night Serum with vitamin c - 30ml.,"KSh 4,150","KSh 8,000",N/A
"Cosrx Brightening/Hydrating Vitamin C Serum For Dark Spots,Fine Lines","KSh 3,999","KSh 4,500",N/A
QBD Skin Care Vitamin C Serum,KSh 555,N/A,N/A
"Dr. Rashel Vitamin C Eye Serum For Dark Circles, Wrinkles,eye Bags--",KSh 515,KSh 999,N/A
Dr. Rashel Vitamin C Anti-Aging & Brightening Face Serum-50ml,KSh 545,N/A,1.5 out of 5
Dr. Rashel Vitamin C  Brightening & Anti-Aging Face Serum,KSh 799 - KSh 850,N/A,5 out of 5
Some By Mi Galactomyces Pure Vitamin C Glow Serum 30 ML,"KSh 2,945","KSh 4,300",N/A
Dr. Davey Vitamin C Facial Serum,KSh 590,KSh 750,N/A
Pei Mei Vitamin C Brightening&Whitening Serum ,KSh 600,N/A,3 out of 5
Moroccan Argan Oil Correct Nourish Moisturise + Vitamin C&E Brightening Serum,KSh 699,"KSh 1,200",N/A
Disaar Organic VC Vitamin C Nicotinamide Face Serum Hyaluronic Acid,KSh 400,N/A,4 out of 5
"Valera Vitamin C Face Serum with Hyaluronic Acid. Anti Aging, Removes skin Discolorations, Scars, Wrinkles,Brightens, Fade Spots, Moisturizes & Unifies the skin complexion","KSh 1,099",N/A,N/A
Fruit Of The Wokali Wokali Vitamin C Facial Serum + Rejuvenating Skin Care Cream,KSh 840,"KSh 1,200",4.5 out of 5
Wokali Vitamin C Anti-oxidant Cream + Anti-aging Serum,KSh 850,"KSh 1,500",N/A
"Disaar Vitamin C Body Lotion, Face Serum And Face Cream Anti Dark Marks Skin Care Set","KSh 1,999","KSh 2,000",N/A
Mabox Vitamin C Face Serum Firming Anti-Aging Anti-Wrinkles Serum,"KSh 1,299","KSh 1,500",N/A
Beauty Lift Dr. Rashel Vitamin-C Facial Serum Anti-aging&Dark Spots Face Cream+serum,KSh 950,"KSh 1,300",N/A
Dr. Rashel  Vitamin C Face Serum + Sunscreen,"KSh 1,100","KSh 2,150",N/A
QBD Vitamin C+Hyaluronic Acid Anti-aging&Brightening Serum,KSh 850,"KSh 1,000",N/A
Pei Mei Vitamin C  Face Serum  Firming Anti Wrinkle Serum,KSh 750,N/A,N/A
Balance Active Formula Vitamin C Brightening Power Serum Glow And Radiance 30ml,"KSh 2,599","KSh 2,800",N/A
Kojic Acid Whitening Serum With Vitamin C - 50ml--,KSh 699,KSh 999,3.2 out of 5
Roushun Vitamin C Face Serum With Snail Extract And Kojic Acid For Extra Whitening Strength-30ml,KSh 480,KSh 800,N/A
Dr. Rashel Vitamin C Niacinamide & Brightening Primer Serum,KSh 900,"KSh 1,100",N/A
"Aichun Beauty VITAMIN C & Coconut Oil Fruit Extract Lemon 4PCS Serum Facial Soap. Cleanses, Removes Dullness, Lightens & Brightens",KSh 799,N/A,N/A
Moroccan Argan Oil Correct Nourish Moisturise + Vitamin C&E Brightening Serum,KSh 650,"KSh 1,100",N/A
"Dr. Rashel Vitamin-C Facial Serum Dark Spots, Fine Lines & Dark Circles",KSh 499,KSh 800,3.8 out of 5
BB Clear AHA lightening+Eclaaircissant+aclarator vitamin C serum,"KSh 1,199","KSh 1,699",N/A
Dr. Rashel Vitamin C Face Serum + Cleanser + Face Cream (Anti-ageing),"KSh 1,249","KSh 2,000",N/A
Medix5 5  VITAMIN C + FERULIC ACID FIRM AND BRIGHTENING SERUM,"KSh 1,628","KSh 1,776",N/A
Kojic Acid Kojie Sans Whitening Serum With Vitamin C -For Spots & Scars,"KSh 2,990","KSh 4,770",N/A
"DRMEINAIER  Body Serum - Vitamin C, AHA And Alpha Arbutin","KSh 1,025","KSh 1,500",N/A
BIOAQUA Vitamin C Smooth And Beautiful Serum 100 ML,"KSh 1,599",N/A,N/A
"MOOYAM Vitamin C Face Serum, Advanced Anti Aging Serum, With Niacinamide+ Vitamin E+ Hyaluronic Acid",KSh 500,KSh 800,N/A
"SADOER  7 In 1 Skin Care Vitamin C Serum, Face Cream, Eye Cream, Face Mask 3Pcs And Cleanser Set","KSh 1,424","KSh 1,499",N/A
Dr. Rashel Vitamin C Face Cream + Face Serum + Eye Serum,"KSh 1,150","KSh 1,200",N/A
"American Dream Miracle Serum 4 In1 Formula Vitamin C, Salicylic Acid, Liquorice","KSh 2,119","KSh 2,500",N/A
Beauty Formulas Brightening Vitamin C Facial Serum - 30ml,"KSh 2,000",N/A,N/A
Balance Vitamin C Brightening Serum,"KSh 3,500","KSh 4,000",N/A
Moroccan Argan Oil Moroccan Serum With Vitamin C & E,KSh 599,N/A,N/A
Vitamin C & Niacinamide Brightening Primer Serum,KSh 999,N/A,N/A
Medix5 5 VITAMIN  C + FERULIC ACID FIRM AND BRIGHTENING SERUM,"KSh 1,500","KSh 3,000",N/A
Medix5 5 VITAMIN C + FERULIC ACID FIRM AND BRIGHTENING SERUM,"KSh 1,425","KSh 3,000",N/A
Nature Secrete Moroccan Argan Oil With Vitamin C&E Skin Brightening Serum,KSh 850,"KSh 1,000",3.7 out of 5
Kojic Acid Kojie San Serum With Kojic Acid & Vitamin C- Spot & Pigment Corrector,"KSh 1,000","KSh 1,500",N/A
Mabox Anti-Aging Vitamin C Serum,"KSh 2,299","KSh 3,500",N/A
Mabox Hyaluronic Acid Serum For Face With Vitamin C & E - 30ml,"KSh 1,499","KSh 1,799",N/A
Dr. Rashel Vitamin C Face Serum + Dudu Osun Black Soap,"KSh 1,549",N/A,N/A
Dr. Rashel Vitamin C Anti-ageing Face Serum + Aloe Vera Gel,"KSh 1,500","KSh 2,500",N/A
"Lundborly Anti Wrinkle,Anti Aging, Anti Acne, Skin Care Vitamin C Serum",KSh 899,N/A,4 out of 5
Dr. Rashel Vitamin C And Niacinamide Brightening Primer Serum,KSh 849,"KSh 1,149",N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum ,"KSh 148,000",N/A,N/A
Dr. Rashel Vitamin-C Facial Serum Anti-aging&Dark Spots Face Cream+serum,KSh 890,"KSh 1,500",N/A
Fruit Of The Wokali  99% Vitamin C Facial Serum,"KSh 1,900","KSh 2,100",N/A
Karan Vitamin C Body Serum + AHA Body Serum,"KSh 4,840","KSh 5,040",N/A
Roushun Vitamin C & E Hydrating Skin Healthy Face Serum,KSh 965,N/A,N/A
"Pei Mei Vitamin C Brightening, Anti Acne Serum",KSh 950,"KSh 1,400",N/A
Naturals Vitamin C Naturals Facial Serum-30ml,KSh 345,KSh 700,N/A
Dr. Rashel 4in1 Brightening Vitamin C Lotion+Serum+Cream+Cleanser,"KSh 1,899","KSh 2,000",N/A
Jamieson Vitamin C Brightening Serum 30ml ,"KSh 3,640",N/A,N/A
"Disaar 3 IN 1 Anti-Dark Spots Disaar Vitamin C Facial Cleanser, Serum And Eye Cream Set",KSh 799,"KSh 2,000",N/A
"Fruit Of The Wokali Vitamin C 99%, Tropical De-Aging Face Serum",KSh 755,"KSh 1,500",N/A
"Dr. Rashel Vitamin-C With Hyaluronic Acid Dark Spots,Fine Lines Serum",KSh 899,N/A,N/A
Medix 5.5 Vitamin C + FERULIC ACID SERUM for Firm and Brighter skin,"KSh 1,045","KSh 2,150",N/A
BB Clear Lightening Eclaircissant Vitamin-C AHA- Lotion+Cream+serum,"KSh 2,298","KSh 3,500",3.5 out of 5
Fruit Of The Wokali 99% Vitamin C Facial Serum,KSh 999,"KSh 1,700",N/A
Mabox Vitamin C Plus Age Defence Serum With Retinol&Niacinamide,"KSh 1,969","KSh 2,500",5 out of 5
ESTELIN Vitamin C Turmeric Brightening Face Serum - 30ml,"KSh 1,399",N/A,N/A
ESTELIN  VITAMIN C TURMERIC BRIGHTENING FACE SERUM,"KSh 1,200","KSh 1,600",N/A
Moroccan Argan Oil Natures Secret with Vitamin C & E Lightening Body Lotion + FREE Serum,"KSh 1,299",N/A,N/A
Dr. Rashel Vitamin C Essence Toner + Face Serum,KSh 890,KSh 900,5 out of 5
ESTELIN  Vitamin C Turmeric Brightening Face Serum - 30ml,KSh 899,"KSh 1,200",N/A
DR MEINAIER vitamin C whitening serum/oil,"KSh 1,000","KSh 1,500",N/A
Naturals Vitamin C Facial Serum - Rose Hips Hyaluronic Astanxanthin,KSh 950,"KSh 1,200",N/A
ESTELIN Vitamin C Turmeric Brightening Face Serum - 30ml,KSh 699,KSh 900,N/A
Kojie San Whitening Serum With Vitamin C - 50ml,KSh 690,"KSh 1,000",3.7 out of 5
Roushun Healthy Face Serum With Vitamin C And E SPF 60,"KSh 1,550","KSh 1,850",N/A
Meinaier Goji Berry Soothing Whitening Antiaging Proffessional Facial Serum With Vitamin C &E - 100ml,"KSh 1,340",N/A,N/A
Balance Active Formula Vitamin C Brightening Power Serum Glow And Radiance 30ml,"KSh 2,000","KSh 4,000",N/A
BB Clear AHA VITAMIN C UNIFYING KNUCKLES SPOTS SUN SERUM,KSh 749,"KSh 1,400",N/A
Mabox Vitamin C Plus Age Defence Serum With Retinol&Niacinamide,"KSh 1,999","KSh 2,100",N/A
"Disaar Vitamin C Set - Face Wash, Cream, Serum, Eye Cream","KSh 2,000",N/A,N/A
Naturals Natural Vitamin C Facial Serum,KSh 499,KSh 500,N/A
Mabox Anti Wrinkle Vitamin C Anti-aging Face Serum 30ml,"KSh 1,499",N/A,5 out of 5
"SADOER Vitamin C Face Serum, Face Brightening Essence",KSh 500,N/A,N/A
"Dr. Rashel 4in1,Vitamin C Face Cleanser + Cream +Serum+ Eye Serum","KSh 2,041",N/A,N/A
Disaar 5 in 1 Vitamin C Whitening Hyaluronic acid Skincare Set (face serum> gel> face cream> eye cream> cleanser),"KSh 3,200","KSh 4,930",N/A
Dr. Rashel VITAMIN C Face Serum + HYALURONIC ACID Face Serum.,"KSh 1,199",N/A,N/A
"Perfect Glow Lightening& Black Spot Corrector Serum With Vitamin C,E&B.","KSh 1,500","KSh 3,000",N/A
Balance Active Formula Vitamin C Brightening Power Serum Glow And Radiance 30ml,"KSh 2,000","KSh 4,000",N/A
Dr. Rashel Vitamin C Day and Night Cream & Retinol Day and Night Face Serum ,"KSh 2,699","KSh 3,000",N/A
Disaar Vitamin C Facial Hyaluronic Acid Serum For Face,KSh 417,KSh 600,5 out of 5
Moroccan Argan Oil Argan - Oil - Serum (With - Vitamin - C & E) 120ml,KSh 489,KSh 789,N/A
Estée Lauder Perfectionist Pro Serum Rapid Brightening Treatment with Ferment² + Vitamin C 50ml,"KSh 27,000",N/A,N/A
Dr. Rashel Vitamin-C Brightening Primer Serum-even Skin Tone,KSh 465,KSh 650,3.9 out of 5
PeiMei Pei Mei Vitamin C Face Serum,KSh 370,KSh 650,N/A
PeiMei Retinol C Serum + Vitamin C Serum,"KSh 1,200","KSh 2,000",N/A
Dr. Rashel Vitamin C Face Serum + Brightening Silk Mask,KSh 900,N/A,N/A
Moroccan Argan Oil Vitamin C & E Lightening Lotion & Serum,"KSh 1,700","KSh 1,800",N/A
Mabox Vitamin C Plus Defence Serum With Retinol&Niacinamide - 30ml,"KSh 1,850","KSh 3,600",N/A
Dr. Rashel  Vitamin C & Anti-Aging Face Serum + Cream + Soap,"KSh 1,033","KSh 1,500",N/A
Kojic Whitening Anti-Aging Brightening Serum With Vitamin C,"KSh 1,150","KSh 1,950",N/A
LansYade Karan Vitamin C Body Serum + Vitamin C ESSENCE Serum,"KSh 1,299","KSh 1,499",N/A
"Disaar Vitamin C Face Serum And Soap For Deep Cleansing, Brightening And Skin Nourishing","KSh 1,500",N/A,N/A
Roushun 20% Vitamin C Hyaluronic Professional Brightening Serum,"KSh 1,100","KSh 1,500",5 out of 5
QBD Vitamin C+ Hyaluronic Acid Anti-aging & Brightening Serum-30ml,KSh 664,KSh 750,2.5 out of 5
Dr.Meinaier Vitamin C Face Serum Hyaluronic Acid & Vitamin E,KSh 550,KSh 890,5 out of 5
Cosrx Vitamin C 23% Serum With Vitamin E & Hyaluronic Acid,"KSh 4,499","KSh 4,500",N/A
Dr. Rashel Vitamin C Facial Serum & Eye Serum Set,KSh 790,KSh 990,5 out of 5
Dr. Rashel Vitamin C Brightening And Anti-aging Face Cream + Face Serum,KSh 899,"KSh 1,000",N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Cream + Face Serum,"KSh 1,500","KSh 2,000",N/A
"Valera Vitamin C Face SERUM + CREAM with Hyaluronic Acid. Anti Aging, Removes skin Discolorations, Scars, Wrinkles,Brightens and Fade Spots","KSh 2,199",N/A,N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum + Cream + Soap,"KSh 1,299","KSh 1,399",N/A
BB Clear AHA Vitamin C Unifying serum,KSh 847,"KSh 1,350",N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum - Dr Rashel,KSh 549,"KSh 1,000",N/A
QBD  Vitamin C+ Hyaluronic Acid Anti-aging & Brightening Serum-100ml,"KSh 1,199",N/A,N/A
Dr. Rashel Vitamin C Brightening and Anti-aging Eye serum with Hyaluronic Acid and Collagen,KSh 698,KSh 940,4 out of 5
Dr. Rashel Vitamin-C Facial Serum With Hyaluronic Acid & Vitamin E,KSh 590,KSh 899,4 out of 5
O'Carly Vitamin C Pure 99% Face Serum,KSh 599,N/A,N/A
Dr. Rashel Vitamin C Brightening Anti-Aging Face Cream Plus Face Serum,KSh 839,"KSh 1,200",2 out of 5
THE INKEY LIST Antioxidant Antiaging Brightening Vitamin C Serum,"KSh 3,999","KSh 4,500",3 out of 5
"DR MEINAIER  Vitamin C Serum for Face and Body Anti-Wrinkle Moisturizer Original Freckle Fade Dark Spot 500ml Anti-aging, Brightening Skin, Anti-acne, ","KSh 1,400","KSh 2,000",N/A
Radha Beauty 20% Organic  Vitamin C Serum Anti Aging And Brightening,"KSh 4,299","KSh 5,600",N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum -50ml.,KSh 699,"KSh 1,000",5 out of 5
"Dr. Rashel Vitamin C Set 4 In 1 Day/Night Creams, Cleanser And Serum","KSh 2,500","KSh 3,300",N/A
Disaar Vitamin C Whitening Repair Face Serum for Skin Lightening Facial Care Brightening Deep Nourishment Moisturizing Pore Refining,KSh 699,KSh 899,N/A
Dr. Rashel Vitamin C Brightening And Anti-aging Face Cream + Face Serum,KSh 798,"KSh 1,000",N/A
Dr. Rashel Vitamin C Face Cleanser +face Serum + Face Cream,"KSh 1,300",N/A,N/A
Dr. Rashel Vitamin C SET 4 IN 1Face Cleanser +Serum + Cream + Eye Serum,"KSh 1,440","KSh 1,800",N/A
"Mabox  Vitamin C Face Serum Firming Anti Aging, Anti-Acne Face Serum","KSh 2,300","KSh 2,400",N/A
Fruit Of The Wokali 99% Vitamin C Facial Serum - 40ml,KSh 750,KSh 850,N/A
Dr. Rashel Vitamin C Face Serum ,KSh 590,N/A,N/A
Mabox Vitamin C Face Serum Firming Anti-Aging Anti-Wrinkles Serum,"KSh 2,000","KSh 3,000",N/A
Naturals Natural Vitamin C Facial Serum,KSh 345,KSh 600,N/A
Dr. Rashel Vitamin C Eye Serum - 30 Ml,KSh 899,N/A,N/A
Dr. Rashel Vitamin c Brightening and Anti-aging serum 50ml,KSh 970,"KSh 1,400",N/A
ESTELIN esteli Vitamin C And Turmeric Face Serum,KSh 700,N/A,N/A
"Dr. Rashel 4in1,Vitamin C Face Cleanser + Cream +Serum+ Eye Serum","KSh 2,041",N/A,N/A
Estée Lauder  Perfectionist Pro Serum Rapid Brightening Treatment with Ferment² + Vitamin C 30ml,"KSh 21,700",N/A,N/A
Dr. Rashel Anti-aging Moisturizing Vitamin C Facial Serum Set 3 Pack,"KSh 1,999","KSh 3,400",N/A
Vitamin C Face Serum Firming Anti-Aging Anti-Wrinkle Face Serum.,"KSh 1,299","KSh 2,400",N/A
Garnier Even & Matte Vitamin C Booster Serum,"KSh 2,300","KSh 3,000",N/A
Gold Touch Spotless & Matte 30X Vitamin C Serum Dark Spots Marks.,"KSh 1,190 - KSh 1,690","KSh 1,190 - KSh 2,000",N/A
DR MEINAIER Pure Egyptian Magic Whitening&Lightening Face&Body Serum/Oil With Kojic Acid&vitamin C&E-200ml,KSh 450,KSh 700,N/A
Dr. Rashel Vitamin C Brightening And Anti-aging Face Cream + Face Serum,KSh 950,"KSh 1,100",N/A
BB Clear Lightening Unifying Serum With AHA & Vitamin C- 30ml,KSh 645,"KSh 1,000",N/A
Pei Mei Vitamin c face serum,KSh 450,N/A,N/A
Dr. Rashel Dr Rashel vitamin c and retinol day and night serum,"KSh 1,249","KSh 1,499",N/A
Dr. Rashel  Vitamin C Face Serum -50ml.,KSh 499,KSh 900,N/A
Fruit Of The Wokali  Vitamin C Facial Serum - 40ml,KSh 800,"KSh 1,300",N/A
Fruit Of The Wokali  Vitamin C Facial Serum - 40ml,KSh 800,"KSh 1,300",N/A
Dr. Rashel  Vitamin C Brightening & Anti-Aging Face Serum,KSh 549,"KSh 1,000",N/A
Kojie San Kojic Acid Whitening Serum With Vitamin C - 50ml,KSh 549,"KSh 1,000",N/A
Karan Vitamin C Body Serum + Vitamin C ESSENCE Serum,"KSh 2,180","KSh 2,680",N/A
Fruit Of The Wokali Vitamin C Facial Serum 40ML,"KSh 1,100","KSh 1,600",N/A
Dr. Rashel Vitamin-C & Niaciname Brightening Primer Serum,KSh 497,KSh 800,5 out of 5
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum - 50ml,"KSh 1,000","KSh 1,999",N/A
Beauty Dr. Rashel 2pcs Vitamin C Brightening Face Serum,"KSh 1,200",N/A,N/A
Nlee Beauty Fruit Of The Wokali Vitamin C Facial Serum 100% Professional Care,"KSh 1,199",N/A,N/A
Beauty Kojic Acid Kojie San Whitening Serum With Vitamin C- For Spots & Scars,KSh 999,N/A,N/A
Nlee Beuty Dr. Rashel Vitamin-C Facial Serum Anti-aging&Dark Spots Face Cream+serum,"KSh 1,399",N/A,N/A
Mabox Vitamin C Plus Super Serum Age Defense Formula-30ml,"KSh 1,995","KSh 3,000",N/A
Dr. Rashel  Vitamin C Brightening and Anti-aging Eye Serum 30m,KSh 425,KSh 650,N/A
Gold Touch Vitamin C Spotless & Matte FACE SERUM + FACE WASH ,"KSh 1,498",N/A,N/A
Fruit Of The Wokali 99% Vitamin C facial serum,KSh 859,KSh 999,N/A
"QBD Vitamin C + AHA Facial Serum For  Whitening,Anti- oxidation,Anti -aging- 100ml",KSh 650,"KSh 1,100",N/A
Dr. Rashel Vitamin-C&Niaciname Brightening Primer Serum-even Skin Tone-,KSh 799,"KSh 1,200",N/A
Disaar Vitamin C Serum Facial Serum,KSh 420,N/A,5 out of 5
ENVISHA 30% Vitamin C Serum,"KSh 1,700",N/A,N/A
Dr. Rashel Brightening And Anti-Aging Face Serum - Vitamin C-,KSh 999,N/A,N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Eye Serum--,KSh 599,KSh 899,N/A
Dr. Rashel Vitamin C Anti-Ageing Face Serum And Black Soap-,"KSh 1,299",N/A,N/A
Dr. Rashel Brightening & Anti-Aging Face Serum With Vitamin C-,KSh 625,KSh 999,N/A
Dr. Rashel VITAMIN C & Niacinaminde Brightening Primer Serum-,KSh 999,N/A,N/A
"Mabox  Vitamin C, Hyaluronic Acid,Vitamin E Anti Aging Serum-ORIGINAL","KSh 1,800",N/A,N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Serum - 50ml,KSh 800,"KSh 1,200",N/A
"Mad Hippie Brightens, Tightens & Smooths Vitamin C Serum","KSh 6,199","KSh 8,800",N/A
Kojie San Ligtening Serum With Vitamin C - 50ml,"KSh 1,690","KSh 1,990",5 out of 5
Advanced clinicals Vitamin C Anti-Aging Serum,"KSh 4,550","KSh 5,500",N/A
Fruit Of The Wokali Vitamin C Facial Serum + Vitamin E Cream,"KSh 1,000",N/A,N/A
Dr.Meinaier  Anti-Aging Goji Berry+ Vitamin C&E Facial Serum 100ml,KSh 779,"KSh 1,400",N/A
Dr. Davey Green Tea Serum -Vitamin C Vitamin E Rosehip Hyaluronic,KSh 795,KSh 950,5 out of 5
Mabox Hyaluronic Acid Serum For Face With Vitamin C & E - 30ml,"KSh 2,250","KSh 2,500",N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum,KSh 799,N/A,N/A
"Nlee Beauty Vitamin C Dr. Rashel 3 IN 1 SET Face Cleanser, Serum + Cream","KSh 1,699",N/A,N/A
"Dr. Rashel Vitamin C 3 IN 1 SET Face Cleanser, Serum + Cream","KSh 1,431",N/A,N/A
Fruit Of The Wokali 3 In 1 Set (Vitamin C Cream & Serum  + Apricot Scrub),"KSh 1,995","KSh 2,355",N/A
Moroccan Argan Oil Argan - Oil - Serum (With - Vitamin - C & E) 120ml,KSh 489,KSh 789,N/A
Moroccan Argan Oil Argan - Oil - Serum (With - Vitamin - C & E) 120ml,KSh 489,KSh 789,N/A
Naturals Vitamin C Face Serum,KSh 680,N/A,N/A
"Fruit Of The Wokali Vitamin C 99% Serum, Tropical De-Aging Concentrate - 50ml","KSh 1,100",N/A,N/A
"Fruit Of The Wokali 99% Vitamin C Facial Serum For Dark Spots, Anti-aging, Lines","KSh 1,999",N/A,N/A
Fruit Of The Wokali 99% Vitamin C Facial Serum + Snail Repairing Cream,"KSh 1,999",N/A,N/A
Disaar Skin Acne Starter Kit: Disaar Vitamin C Facial Serums And Cleansers,KSh 689,"KSh 1,600",N/A
Meinaier Goji Berry Soothing Whitening Antiaging Proffessional Facial Serum With Vitamin C &E - 100ml,"KSh 1,299",N/A,5 out of 5
"BB Clear Lightening Unifying Serum Even Skintone,Knuckles With AHA&Vitamin C",KSh 645,"KSh 1,200",N/A
